"index","page_name","d_year","d_month","City","Country","Users","Sessions","ors_type","ors_id","osm_id","osm_layer","city_name_ors","region_name_ors","country_name_ors","lon","lat","geometry_confidence","adr","distance_km","duration_min","from_lon_matrix","from_lat_matrix"
"231","Visit Kosice","2021","01","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"241","Visit Kosice","2021","03","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"270","Visit Kosice","2021","04","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"343","Visit Kosice","2021","05","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"791","Visit Kosice","2021","06","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"365","Visit Kosice","2021","06","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"1120","Visit Kosice","2021","07","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"1103","Visit Kosice","2021","07","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"282","Visit Kosice","2021","07","(not set)","Austria","3","3","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"1215","Visit Kosice","2021","07","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"963","Visit Kosice","2021","08","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"528","Visit Kosice","2021","08","(not set)","Austria","1","2","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"1048","Visit Kosice","2021","08","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"360","Visit Kosice","2021","09","(not set)","Austria","2","2","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"1006","Visit Kosice","2021","09","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"680","Visit Kosice","2021","10","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"226","Visit Kosice","2021","10","(not set)","Austria","2","2","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"724","Visit Kosice","2021","10","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"685","Visit Kosice","2021","11","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"635","Visit Kosice","2021","11","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"535","Visit Kosice","2021","12","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"488","Visit Kosice","2021","12","(not set)","Austria","1","1","Point","2770414","2770414","locality","Nötsch im Gailtal","Carinthia","Austria","13.62595","46.59784","0.6","(not set), Austria","854.8","497","13.625921","46.597829"
"932","Visit Kosice","2021","08","63120","Austria","1","1","Point","2782113","2782113","country","Austria","n/a","Austria","13.33333","47.33333","0.1","63120, Austria","911.17","533","13.33158","47.334684"
"313","Visit Kosice","2021","02","Altmunster","Austria","1","1","Point","101833131","101833131","locality","Altmünster","Upper Austria","Austria","13.759975","47.900573","1","Altmunster, Austria","773.39","459","13.759989","47.900563"
"234","Visit Kosice","2021","10","Amstetten","Austria","2","2","Point","101784475","101784475","locality","Amstetten","Lower Austria","Austria","14.872748","48.120227","1","Amstetten, Austria","665.45","394","14.872722","48.120436"
"516","Visit Kosice","2021","09","Arnoldstein","Austria","1","1","Point","101790101","101790101","locality","Arnoldstein","Carinthia","Austria","13.710067","46.542597","1","Arnoldstein, Austria","850.19","492","13.710027","46.542688"
"517","Visit Kosice","2021","09","Baden bei Wien","Austria","1","1","Point","101833181","101833181","locality","Baden bei Wien","Lower Austria","Austria","16.240786","48.005206","1","Baden bei Wien, Austria","553.64","330","16.240803","48.004808"
"364","Visit Kosice","2021","05","Bezau","Austria","1","1","Point","101765127","101765127","locality","Bezau","Vorarlberg","Austria","9.892055","47.376648","1","Bezau, Austria","1160.05","687","9.891771","47.376412"
"574","Visit Kosice","2021","07","Bezau","Austria","1","1","Point","101765127","101765127","locality","Bezau","Vorarlberg","Austria","9.892055","47.376648","1","Bezau, Austria","1160.05","687","9.891771","47.376412"
"284","Visit Kosice","2021","04","Braunau am Inn","Austria","1","1","Point","101913421","101913421","locality","Braunau","Upper Austria","Austria","13.043426","48.252241","1","Braunau am Inn, Austria","818.15","479","13.043998","48.251957"
"309","Visit Kosice","2021","02","Bruck an der Leitha","Austria","1","1","Point","101831933","101831933","locality","Bruck an der Leitha","Lower Austria","Austria","16.771563","48.026103","1","Bruck an der Leitha, Austria","488.75","289","16.771506","48.026122"
"842","Visit Kosice","2021","08","Brunn am Gebirge","Austria","1","1","Point","101754179","101754179","locality","Brunn am Gebirge","Lower Austria","Austria","16.30419","48.11402","1","Brunn am Gebirge, Austria","534.9","317","16.304236","48.11404"
"633","Visit Kosice","2021","05","California's 23rd Congressional District 2022 redistricting","Austria","1","1","n/a",NULL,NULL,NULL,"n/a","n/a","n/a","n/a","n/a",NULL,"California's 23rd Congressional District 2022 redistricting, Austria",NULL,NULL,NULL,NULL
"857","Visit Kosice","2021","09","Deutschkreutz","Austria","1","1","Point","101786719","101786719","locality","Deutschkreutz","Burgenland","Austria","16.626598","47.601119","1","Deutschkreutz, Austria","504.9","304","16.626571","47.601102"
"365","Visit Kosice","2021","05","Dornbirn","Austria","1","1","Point","101827471","101827471","locality","Dornbirn","Vorarlberg","Austria","9.734792","47.409629","1","Dornbirn, Austria","1145.13","660","9.73483","47.40967"
"293","Visit Kosice","2021","11","Eisenstadt","Austria","1","1","Point","101833093","101833093","locality","Eisenstadt","Burgenland","Austria","16.522199","47.846682","1","Eisenstadt, Austria","512.87","318","16.522105","47.846915"
"251","Visit Kosice","2021","01","Feldkirch","Austria","1","1","Point","101827453","101827453","locality","Feldkirch","Vorarlberg","Austria","9.586953","47.247465","1","Feldkirch, Austria","1166.34","676","9.58732","47.247519"
"551","Visit Kosice","2021","08","Feldkirch","Austria","1","1","Point","101827453","101827453","locality","Feldkirch","Vorarlberg","Austria","9.586953","47.247465","1","Feldkirch, Austria","1166.34","676","9.58732","47.247519"
"365","Visit Kosice","2021","10","Feldkirch","Austria","1","1","Point","101827453","101827453","locality","Feldkirch","Vorarlberg","Austria","9.586953","47.247465","1","Feldkirch, Austria","1166.34","676","9.58732","47.247519"
"492","Visit Kosice","2021","01","Fischamend","Austria","1","1","Point","1108836773","1108836773","localadmin","Fischamend","Lower Austria","Austria","16.613413","48.118841","1","Fischamend, Austria","505.91","294","16.613446","48.118844"
"413","Visit Kosice","2021","12","Gampern","Austria","1","1","Point","1226782781","1226782781","locality","Kampern","Upper Austria","Austria","13.05734","48.07303","1","Gampern, Austria","832.7","498","13.057333","48.073122"
"493","Visit Kosice","2021","01","Ganserndorf","Austria","1","1","Point","101783417","101783417","locality","Gänserndorf","Lower Austria","Austria","16.721377","48.341094","1","Ganserndorf, Austria","534.74","328","16.721425","48.341161"
"664","Visit Kosice","2021","02","Goldegg","Austria","1","1","Point","1126024771","1126024771","locality","Goldegg","Carinthia","Austria","13.07034","46.67444","1","Goldegg, Austria","901.64","546","13.070436","46.674385"
"104","Visit Kosice","2021","01","Graz","Austria","3","3","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"183","Visit Kosice","2021","02","Graz","Austria","2","2","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"158","Visit Kosice","2021","03","Graz","Austria","2","2","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"363","Visit Kosice","2021","05","Graz","Austria","1","1","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"252","Visit Kosice","2021","06","Graz","Austria","2","2","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"227","Visit Kosice","2021","07","Graz","Austria","4","4","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"246","Visit Kosice","2021","08","Graz","Austria","4","4","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"522","Visit Kosice","2021","09","Graz","Austria","1","1","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"297","Visit Kosice","2021","11","Graz","Austria","1","1","Point","101748063","101748063","locality","Graz","Styria","Austria","15.432739","47.065852","1","Graz, Austria","629.81","395","15.432542","47.06584"
"384","Visit Kosice","2021","06","Guntramsdorf","Austria","1","1","Point","101754173","101754173","locality","Guntramsdorf","Lower Austria","Austria","16.311623","48.048772","1","Guntramsdorf, Austria","540.68","322","16.31172","48.048961"
"567","Visit Kosice","2021","07","Himberg","Austria","1","1","Point","101784511","101784511","locality","Himberg","Lower Austria","Austria","16.4399","48.083613","1","Himberg, Austria","525.18","312","16.439614","48.083641"
"843","Visit Kosice","2021","08","Illmitz","Austria","1","1","Point","101786825","101786825","locality","Illmitz","Burgenland","Austria","16.801444","47.761179","1","Illmitz, Austria","496.49","298","16.802002","47.761214"
"388","Visit Kosice","2021","06","Imst","Austria","1","1","Point","101789033","101789033","locality","Imst","Tyrol","Austria","10.742382","47.239026","1","Imst, Austria","1067.92","627","10.742367","47.239019"
"316","Visit Kosice","2021","02","Innsbruck","Austria","1","1","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"260","Visit Kosice","2021","03","Innsbruck","Austria","1","1","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"286","Visit Kosice","2021","04","Innsbruck","Austria","1","1","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"389","Visit Kosice","2021","06","Innsbruck","Austria","1","1","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"228","Visit Kosice","2021","07","Innsbruck","Austria","4","4","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"384","Visit Kosice","2021","08","Innsbruck","Austria","2","2","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"370","Visit Kosice","2021","09","Innsbruck","Austria","2","2","Point","101748061","101748061","locality","Innsbruck","Tyrol","Austria","11.407851","47.272308","1","Innsbruck, Austria","1010.18","592","11.408088","47.272038"
"571","Visit Kosice","2021","07","Kapfenberg","Austria","1","1","Point","101834339","101834339","locality","Kapfenberg","Styria","Austria","15.286643","47.443301","1","Kapfenberg, Austria","630.59","387","15.286643","47.443306"
"978","Visit Kosice","2021","07","Kittsee","Austria","1","1","Point","101784503","101784503","locality","Kittsee","Burgenland","Austria","17.06902","48.091128","1","Kittsee, Austria","484.07","286","17.06898","48.091119"
"532","Visit Kosice","2021","11","Kittsee","Austria","1","1","Point","101784503","101784503","locality","Kittsee","Burgenland","Austria","17.06902","48.091128","1","Kittsee, Austria","484.07","286","17.06898","48.091119"
"257","Visit Kosice","2021","03","Klagenfurt am Worthersee","Austria","1","1","Point","101748059","101748059","locality","Klagenfurt","Carinthia","Austria","14.312264","46.624778","1","Klagenfurt am Worthersee, Austria","791.72","460","14.312109","46.624758"
"383","Visit Kosice","2021","06","Klagenfurt am Worthersee","Austria","1","1","Point","101748059","101748059","locality","Klagenfurt","Carinthia","Austria","14.312264","46.624778","1","Klagenfurt am Worthersee, Austria","791.72","460","14.312109","46.624758"
"546","Visit Kosice","2021","08","Klagenfurt am Worthersee","Austria","1","1","Point","101748059","101748059","locality","Klagenfurt","Carinthia","Austria","14.312264","46.624778","1","Klagenfurt am Worthersee, Austria","791.72","460","14.312109","46.624758"
"294","Visit Kosice","2021","11","Klagenfurt am Worthersee","Austria","1","1","Point","101748059","101748059","locality","Klagenfurt","Carinthia","Austria","14.312264","46.624778","1","Klagenfurt am Worthersee, Austria","791.72","460","14.312109","46.624758"
"219","Visit Kosice","2021","12","Klagenfurt am Worthersee","Austria","1","1","Point","101748059","101748059","locality","Klagenfurt","Carinthia","Austria","14.312264","46.624778","1","Klagenfurt am Worthersee, Austria","791.72","460","14.312109","46.624758"
"315","Visit Kosice","2021","02","Koflach","Austria","1","1","Point","101789007","101789007","locality","Köflach","Styria","Austria","15.084379","47.064213","1","Koflach, Austria","702.12","413","15.08439","47.064261"
"518","Visit Kosice","2021","09","Korneuburg","Austria","1","1","Point","101754245","101754245","locality","Korneuburg","Lower Austria","Austria","16.332218","48.34253","1","Korneuburg, Austria","544.59","332","16.332461","48.34233"
"283","Visit Kosice","2021","04","Krems an der Donau","Austria","1","1","Point","101833261","101833261","locality","Krems","Lower Austria","Austria","15.641828","48.406468","1","Krems an der Donau, Austria","600.16","360","15.640986","48.407051"
"385","Visit Kosice","2021","06","Krems an der Donau","Austria","1","1","Point","101833261","101833261","locality","Krems","Lower Austria","Austria","15.641828","48.406468","1","Krems an der Donau, Austria","600.16","360","15.640986","48.407051"
"552","Visit Kosice","2021","08","Lech","Austria","1","1","Point","101766253","101766253","locality","Lech","Vorarlberg","Austria","10.143745","47.215063","1","Lech, Austria","1136.3","688","10.143656","47.215162"
"828","Visit Kosice","2021","09","Leogang","Austria","1","1","Point","101912411","101912411","locality","Leogang","Salzburg","Austria","12.744127","47.441171","1","Leogang, Austria","903.97","559","12.744174","47.441339"
"361","Visit Kosice","2021","05","Leonding","Austria","1","1","Point","101754217","101754217","locality","Leonding","Upper Austria","Austria","14.248305","48.27888","1","Leonding, Austria","718.98","424","14.248452","48.278658"
"519","Visit Kosice","2021","09","Leonding","Austria","1","1","Point","101754217","101754217","locality","Leonding","Upper Austria","Austria","14.248305","48.27888","1","Leonding, Austria","718.98","424","14.248452","48.278658"
"363","Visit Kosice","2021","10","Leonding","Austria","1","1","Point","101754217","101754217","locality","Leonding","Upper Austria","Austria","14.248305","48.27888","1","Leonding, Austria","718.98","424","14.248452","48.278658"
"258","Visit Kosice","2021","03","Leopoldsdorf","Austria","1","1","Point","101843303","101843303","locality","Leopoldsdorf","Lower Austria","Austria","16.391885","48.114698","1","Leopoldsdorf, Austria","528.52","312","16.391876","48.114684"
"259","Visit Kosice","2021","03","Linz","Austria","1","1","Point","101748071","101748071","locality","Linz","Upper Austria","Austria","14.306943","48.284136","1","Linz, Austria","716.57","421","14.306553","48.284003"
"378","Visit Kosice","2021","07","Linz","Austria","2","2","Point","101748071","101748071","locality","Linz","Upper Austria","Austria","14.306943","48.284136","1","Linz, Austria","716.57","421","14.306553","48.284003"
"549","Visit Kosice","2021","08","Linz","Austria","1","1","Point","101748071","101748071","locality","Linz","Upper Austria","Austria","14.306943","48.284136","1","Linz, Austria","716.57","421","14.306553","48.284003"
"286","Visit Kosice","2021","09","Linz","Austria","3","5","Point","101748071","101748071","locality","Linz","Upper Austria","Austria","14.306943","48.284136","1","Linz, Austria","716.57","421","14.306553","48.284003"
"220","Visit Kosice","2021","12","Linz","Austria","1","1","Point","101748071","101748071","locality","Linz","Upper Austria","Austria","14.306943","48.284136","1","Linz, Austria","716.57","421","14.306553","48.284003"
"359","Visit Kosice","2021","05","Mattersburg","Austria","1","1","Point","101833073","101833073","locality","Mattersdorf","Burgenland","Austria","16.393717","47.735981","1","Mattersburg, Austria","534.1","327","16.393999","47.736159"
"613","Visit Kosice","2021","06","Mattighofen","Austria","1","1","Point","101833217","101833217","locality","Mattighofen","Upper Austria","Austria","13.148233","48.101816","1","Mattighofen, Austria","826.22","491","13.148117","48.101918"
"948","Visit Kosice","2021","07","Mattighofen","Austria","1","2","Point","101833217","101833217","locality","Mattighofen","Upper Austria","Austria","13.148233","48.101816","1","Mattighofen, Austria","826.22","491","13.148117","48.101918"
"829","Visit Kosice","2021","09","Mauterndorf","Austria","1","1","Point","101789027","101789027","locality","Mauterndorf","Salzburg","Austria","13.682226","47.135016","1","Mauterndorf, Austria","781.55","498","13.682225","47.135012"
"547","Visit Kosice","2021","08","Modling","Austria","1","1","Point","101754197","101754197","locality","Mödling","Lower Austria","Austria","16.288495","48.081226","1","Modling, Austria","539.22","324","16.288869","48.080876"
"256","Visit Kosice","2021","03","Neusiedl am See","Austria","1","1","Point","101785751","101785751","locality","Neusiedl","Burgenland","Austria","16.849629","47.942143","1","Neusiedl am See, Austria","482.43","286","16.849514","47.942149"
"931","Visit Kosice","2021","09","Panyabungan","Austria","1","1","Point","85632785","85632785","country","Austria","n/a","Austria","14.143702","47.522617","0.1","Panyabungan, Austria","736.95","450","14.144065","47.522964"
"657","Visit Kosice","2021","10","Panyabungan","Austria","1","1","Point","85632785","85632785","country","Austria","n/a","Austria","14.143702","47.522617","0.1","Panyabungan, Austria","736.95","450","14.144065","47.522964"
"221","Visit Kosice","2021","12","Perg","Austria","1","1","Point","101784585","101784585","locality","Perg","Upper Austria","Austria","14.630391","48.247552","1","Perg, Austria","706.82","420","14.630492","48.247462"
"386","Visit Kosice","2021","06","Pressbaum","Austria","1","1","Point","101833253","101833253","locality","Pressbaum","Lower Austria","Austria","16.062935","48.179829","1","Pressbaum, Austria","578.95","344","16.062669","48.180018"
"844","Visit Kosice","2021","08","Prutz","Austria","1","1","Point","101788993","101788993","locality","Prutz","Tyrol","Austria","10.66669","47.076977","1","Prutz, Austria","1090.68","641","10.666386","47.076903"
"845","Visit Kosice","2021","08","Reuthe","Austria","1","1","Point","85898627","85898627","neighbourhood","Reuthe","Vorarlberg","Austria","9.732729","47.503951","0.6","Reuthe, Austria","1136.72","656","9.7323","47.503965"
"570","Visit Kosice","2021","07","Ried im Innkreis","Austria","1","1","Point","101784551","101784551","locality","Ried","Upper Austria","Austria","13.485138","48.210362","1","Ried im Innkreis, Austria","777.34","454","13.485047","48.210465"
"949","Visit Kosice","2021","07","Saalfelden","Austria","1","1","Point","101834285","101834285","locality","Saalfelden","Salzburg","Austria","12.833251","47.425381","1","Saalfelden, Austria","898.88","552","12.833249","47.425387"
"572","Visit Kosice","2021","07","Saint Anton am Arlberg","Austria","1","1","Point","101826319","101826319","locality","St Anton am Arlberg","Tyrol","Austria","10.259895","47.128394","1","Saint Anton am Arlberg, Austria","1107.52","658","10.260768","47.12826"
"524","Visit Kosice","2021","09","Saint Anton am Arlberg","Austria","1","1","Point","101826319","101826319","locality","St Anton am Arlberg","Tyrol","Austria","10.259895","47.128394","1","Saint Anton am Arlberg, Austria","1107.52","658","10.260768","47.12826"
"653","Visit Kosice","2021","02","Saint Johann im Pongau","Austria","1","1","Point","101787869","101787869","locality","St Johann im Pongau","Salzburg","Austria","13.201271","47.350125","1","Saint Johann im Pongau, Austria","894.1","521","13.201101","47.350166"
"950","Visit Kosice","2021","07","Saint Johann im Pongau","Austria","1","1","Point","101787869","101787869","locality","St Johann im Pongau","Salzburg","Austria","13.201271","47.350125","1","Saint Johann im Pongau, Austria","894.1","521","13.201101","47.350166"
"249","Visit Kosice","2021","01","Saint Polten","Austria","1","1","Point","101784541","101784541","locality","Sankt Pölten","Lower Austria","Austria","15.628799","48.208968","1","Saint Polten, Austria","599.99","361","15.628797","48.208984"
"310","Visit Kosice","2021","02","Saint Polten","Austria","1","1","Point","101784541","101784541","locality","Sankt Pölten","Lower Austria","Austria","15.628799","48.208968","1","Saint Polten, Austria","599.99","361","15.628797","48.208984"
"208","Visit Kosice","2021","05","Saint Polten","Austria","2","2","Point","101784541","101784541","locality","Sankt Pölten","Lower Austria","Austria","15.628799","48.208968","1","Saint Polten, Austria","599.99","361","15.628797","48.208984"
"548","Visit Kosice","2021","08","Saint Polten","Austria","1","1","Point","101784541","101784541","locality","Sankt Pölten","Lower Austria","Austria","15.628799","48.208968","1","Saint Polten, Austria","599.99","361","15.628797","48.208984"
"285","Visit Kosice","2021","04","Salzburg","Austria","1","1","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"362","Visit Kosice","2021","05","Salzburg","Austria","1","1","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"251","Visit Kosice","2021","06","Salzburg","Austria","2","2","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"226","Visit Kosice","2021","07","Salzburg","Austria","4","4","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"383","Visit Kosice","2021","08","Salzburg","Austria","2","2","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"521","Visit Kosice","2021","09","Salzburg","Austria","1","1","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"222","Visit Kosice","2021","12","Salzburg","Austria","1","1","Point","1175610443","1175610443","locality","Salzburg","Salzburg","Austria","12.995288","47.82287","1","Salzburg, Austria","833.17","482","12.995449","47.822916"
"846","Visit Kosice","2021","08","Sankt Johann","Austria","1","1","Point","1293602021","1293602021","locality","Sankt Johann","Carinthia","Austria","14.46771","46.64546","1","Sankt Johann, Austria","781.15","449","14.467823","46.645428"
"830","Visit Kosice","2021","09","Sankt Veit an der Glan","Austria","1","1","Point","101790141","101790141","locality","Sankt Veit an der Glan","Carinthia","Austria","14.361483","46.766821","1","Sankt Veit an der Glan, Austria","809.27","469","14.361409","46.766838"
"387","Visit Kosice","2021","06","Scharding","Austria","1","1","Point","101833265","101833265","locality","Schärding","Upper Austria","Austria","13.441439","48.473259","1","Scharding, Austria","805.23","470","13.439516","48.473336"
"573","Visit Kosice","2021","07","Schwaz","Austria","1","1","Point","101834265","101834265","locality","Schwaz","Tyrol","Austria","11.708529","47.348117","1","Schwaz, Austria","983.82","573","11.708606","47.348336"
"250","Visit Kosice","2021","01","Schwechat","Austria","1","1","Point","101754201","101754201","locality","Schwechat","Lower Austria","Austria","16.479864","48.144844","1","Schwechat, Austria","517.8","302","16.479571","48.144655"
"568","Visit Kosice","2021","07","Schwechat","Austria","1","1","Point","101754201","101754201","locality","Schwechat","Lower Austria","Austria","16.479864","48.144844","1","Schwechat, Austria","517.8","302","16.479571","48.144655"
"525","Visit Kosice","2021","09","Seefeld","Austria","1","1","Point","1193016273","1193016273","locality","Seefeld (Attersee)","Upper Austria","Austria","13.54486","47.83868","1","Seefeld, Austria","786.92","463","13.544879","47.838621"
"314","Visit Kosice","2021","02","Steyr","Austria","1","1","Point","101913443","101913443","locality","Steyr","Upper Austria","Austria","14.426752","48.046372","1","Steyr, Austria","714.47","426","14.426554","48.046346"
"520","Visit Kosice","2021","09","Steyr","Austria","1","1","Point","101913443","101913443","locality","Steyr","Upper Austria","Austria","14.426752","48.046372","1","Steyr, Austria","714.47","426","14.426554","48.046346"
"364","Visit Kosice","2021","10","Steyr","Austria","1","1","Point","101913443","101913443","locality","Steyr","Upper Austria","Austria","14.426752","48.046372","1","Steyr, Austria","714.47","426","14.426554","48.046346"
"296","Visit Kosice","2021","11","Steyr","Austria","1","1","Point","101913443","101913443","locality","Steyr","Upper Austria","Austria","14.426752","48.046372","1","Steyr, Austria","714.47","426","14.426554","48.046346"
"173","Visit Kosice","2021","11","Stockerau","Austria","2","2","Point","101833277","101833277","locality","Stockerau","Lower Austria","Austria","16.213372","48.388896","1","Stockerau, Austria","555.15","339","16.21357","48.388866"
"311","Visit Kosice","2021","02","Tulln","Austria","1","1","Point","101833267","101833267","locality","Tulln an der Donau","Lower Austria","Austria","16.06037","48.326575","1","Tulln, Austria","570.7","346","16.060322","48.326504"
"22","Visit Kosice","2021","01","Vienna","Austria","22","28","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"35","Visit Kosice","2021","02","Vienna","Austria","14","18","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"31","Visit Kosice","2021","03","Vienna","Austria","16","19","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"29","Visit Kosice","2021","04","Vienna","Austria","21","27","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"40","Visit Kosice","2021","05","Vienna","Austria","23","26","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"32","Visit Kosice","2021","06","Vienna","Austria","29","31","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
"30","Visit Kosice","2021","07","Vienna","Austria","45","53","Point","101748073","101748073","locality","Vienna","Vienna","Austria","16.348388","48.198674","1","Vienna, Austria","531.52","326","16.348215","48.199264"
