"index","page_name","d_year","d_month","City","Country","Users","Sessions","ors_type","ors_id","osm_id","osm_layer","city_name_ors","region_name_ors","country_name_ors","lon","lat","geometry_confidence","adr","distance_km","duration_min","from_lon_matrix","from_lat_matrix"
"218","Visit Kosice","2021","08","Ostrava","Czechia","5","5","Point","1125415435","1125415435","localadmin","Ostrava","Moravian-Silesian","Czechia","18.28204","49.83465","0.6","Ostrava, Czechia","346.63","282","18.281806","49.834799"
"201","Visit Kosice","2021","09","Ostrava","Czechia","5","6","Point","1125415435","1125415435","localadmin","Ostrava","Moravian-Silesian","Czechia","18.28204","49.83465","0.6","Ostrava, Czechia","346.63","282","18.281806","49.834799"
"133","Visit Kosice","2021","10","Ostrava","Czechia","4","6","Point","1125415435","1125415435","localadmin","Ostrava","Moravian-Silesian","Czechia","18.28204","49.83465","0.6","Ostrava, Czechia","346.63","282","18.281806","49.834799"
"180","Visit Kosice","2021","11","Ostrava","Czechia","2","2","Point","1125415435","1125415435","localadmin","Ostrava","Moravian-Silesian","Czechia","18.28204","49.83465","0.6","Ostrava, Czechia","346.63","282","18.281806","49.834799"
"248","Visit Kosice","2021","12","Ostrava","Czechia","1","1","Point","1125415435","1125415435","localadmin","Ostrava","Moravian-Silesian","Czechia","18.28204","49.83465","0.6","Ostrava, Czechia","346.63","282","18.281806","49.834799"
"362","Visit Kosice","2021","02","Otrokovice","Czechia","1","1","Point","101779861","101779861","locality","Otrokovice","Zlín","Czechia","17.526063","49.203029","0.6","Otrokovice, Czechia","385.29","308","17.527985","49.206283"
"134","Visit Kosice","2021","05","Otrokovice","Czechia","4","4","Point","101779861","101779861","locality","Otrokovice","Zlín","Czechia","17.526063","49.203029","0.6","Otrokovice, Czechia","385.29","308","17.527985","49.206283"
"619","Visit Kosice","2021","07","Otrokovice","Czechia","1","1","Point","101779861","101779861","locality","Otrokovice","Zlín","Czechia","17.526063","49.203029","0.6","Otrokovice, Czechia","385.29","308","17.527985","49.206283"
"289","Visit Kosice","2021","01","Pardubice","Czechia","1","1","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
"113","Visit Kosice","2021","04","Pardubice","Czechia","4","6","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
"195","Visit Kosice","2021","06","Pardubice","Czechia","3","3","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
"637","Visit Kosice","2021","07","Pardubice","Czechia","1","1","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
"397","Visit Kosice","2021","08","Pardubice","Czechia","2","3","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
"394","Visit Kosice","2021","10","Pardubice","Czechia","1","1","Point","101748115","101748115","locality","Pardubice","Pardubice","Czechia","15.76788","50.034889","0.6","Pardubice, Czechia","556.78","461","15.767763","50.035252"
