"page_name","page_id","id_var_native","name_var_native","year_native","month_native","origin_city","origin_region","origin_country","val","value_source","ors_type","ors_id","osm_id","osm_layer","city_name_ors","region_name_ors","country_name_ors","lon","lat","geometry_confidence","adr","distance_km","duration_min","from_lon_matrix","from_lat_matrix"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Cierna nad Tisou",NULL,"Slovakia","286","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Cierna nad Tisou",NULL,"Slovakia","26","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Cierna nad Tisou",NULL,"Slovakia","17","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Cierna nad Tisou",NULL,"Slovakia","39","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Cierna nad Tisou",NULL,"Slovakia","139","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Cierna nad Tisou",NULL,"Slovakia","139","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Cierna nad Tisou",NULL,"Slovakia","35","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Cierna nad Tisou",NULL,"Slovakia","5","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Cierna nad Tisou",NULL,"Slovakia","64","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Cierna nad Tisou",NULL,"Slovakia","2","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Cierna nad Tisou",NULL,"Slovakia","8","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Cierna nad Tisou",NULL,"Slovakia","67","Facebook Graph API","Point","101860153","101860153","locality","Čierna","Kosice","Slovakia","22.088978","48.419632","1","Cierna nad Tisou, Slovakia","105.43","103","22.089055","48.419466"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Cierne",NULL,"Slovakia","1","Facebook Graph API","Point","101875841","101875841","locality","Čierne","Zilina","Slovakia","18.849179","49.513064","1","Cierne, Slovakia","284.97","235","18.848011","49.514115"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Cierne",NULL,"Slovakia","2","Facebook Graph API","Point","101875841","101875841","locality","Čierne","Zilina","Slovakia","18.849179","49.513064","1","Cierne, Slovakia","284.97","235","18.848011","49.514115"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Cierne",NULL,"Slovakia","2","Facebook Graph API","Point","101875841","101875841","locality","Čierne","Zilina","Slovakia","18.849179","49.513064","1","Cierne, Slovakia","284.97","235","18.848011","49.514115"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Cierne nad Toplou",NULL,"Slovakia","2","Facebook Graph API","Point","1225949189","1225949189","locality","Cierne nad Topl'ou","Presov","Slovakia","21.56731","48.99701","1","Cierne nad Toplou, Slovakia","65.47","65","21.567059","48.996913"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Čierny Balog",NULL,"Slovakia","2","Facebook Graph API","Point","101781757","101781757","locality","Čierny Balog","Banska Bystrica","Slovakia","19.652994","48.747561","1","Čierny Balog, Slovakia","198.32","145","19.652923","48.747566"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Čierny Balog",NULL,"Slovakia","6","Facebook Graph API","Point","101781757","101781757","locality","Čierny Balog","Banska Bystrica","Slovakia","19.652994","48.747561","1","Čierny Balog, Slovakia","198.32","145","19.652923","48.747566"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Cífer",NULL,"Slovakia","1","Facebook Graph API","Point","101784027","101784027","locality","Cífer","Trnava","Slovakia","17.488116","48.317446","1","Cífer, Slovakia","414.55","272","17.487748","48.317559"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Cigel",NULL,"Slovakia","1","Facebook Graph API","Point","1293889555","1293889555","locality","Cigel'","Trenciansky kraj","Slovakia","18.63997","48.71382","1","Cigel, Slovakia","288.56","228","18.639982","48.713853"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Cigel",NULL,"Slovakia","1","Facebook Graph API","Point","1293889555","1293889555","locality","Cigel'","Trenciansky kraj","Slovakia","18.63997","48.71382","1","Cigel, Slovakia","288.56","228","18.639982","48.713853"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Cigelka",NULL,"Slovakia","1","Facebook Graph API","Point","85633769","85633769","country","Slovakia","n/a","Slovakia","19.201811","48.752408","0.1","Cigelka, Slovakia","224.51","177","19.203267","48.751287"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Cigelka",NULL,"Slovakia","2","Facebook Graph API","Point","85633769","85633769","country","Slovakia","n/a","Slovakia","19.201811","48.752408","0.1","Cigelka, Slovakia","224.51","177","19.203267","48.751287"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Coltovo",NULL,"Slovakia","1","Facebook Graph API","Point","1276126081","1276126081","locality","Coltovo","Kosice","Slovakia","20.3754","48.49495","1","Coltovo, Slovakia","92.58","94","20.375064","48.494908"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Coltovo",NULL,"Slovakia","5","Facebook Graph API","Point","1276126081","1276126081","locality","Coltovo","Kosice","Slovakia","20.3754","48.49495","1","Coltovo, Slovakia","92.58","94","20.375064","48.494908"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Coltovo",NULL,"Slovakia","1","Facebook Graph API","Point","1276126081","1276126081","locality","Coltovo","Kosice","Slovakia","20.3754","48.49495","1","Coltovo, Slovakia","92.58","94","20.375064","48.494908"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Dacov",NULL,"Slovakia","1","Facebook Graph API","Point","1125871573","1125871573","locality","Ďačov","Presov","Slovakia","20.92866","49.14784","1","Dacov, Slovakia","69.2","66","20.928613","49.147869"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Dacov",NULL,"Slovakia","1","Facebook Graph API","Point","1125871573","1125871573","locality","Ďačov","Presov","Slovakia","20.92866","49.14784","1","Dacov, Slovakia","69.2","66","20.928613","49.147869"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Detva",NULL,"Slovakia","4","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","1","Detva",NULL,"Slovakia","424","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Detva",NULL,"Slovakia","11","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","2","Detva",NULL,"Slovakia","188","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Detva",NULL,"Slovakia","3","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Detva",NULL,"Slovakia","54","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Detva",NULL,"Slovakia","4","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Detva",NULL,"Slovakia","1","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Detva",NULL,"Slovakia","20","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Detva",NULL,"Slovakia","20","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Detva",NULL,"Slovakia","88","Facebook Graph API","Point","101843797","101843797","locality","Detva","Banska Bystrica","Slovakia","19.420656","48.557904","1","Detva, Slovakia","189.72","191","19.420881","48.557857"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Diviaky nad Nitricou",NULL,"Slovakia","1","Facebook Graph API","Point","101781687","101781687","locality","Diviaky nad Nitricou","Trenciansky kraj","Slovakia","18.492641","48.765691","1","Diviaky nad Nitricou, Slovakia","299.9","239","18.492489","48.76562"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Diviaky nad Nitricou",NULL,"Slovakia","1","Facebook Graph API","Point","101781687","101781687","locality","Diviaky nad Nitricou","Trenciansky kraj","Slovakia","18.492641","48.765691","1","Diviaky nad Nitricou, Slovakia","299.9","239","18.492489","48.76562"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Diviaky nad Nitricou",NULL,"Slovakia","1","Facebook Graph API","Point","101781687","101781687","locality","Diviaky nad Nitricou","Trenciansky kraj","Slovakia","18.492641","48.765691","1","Diviaky nad Nitricou, Slovakia","299.9","239","18.492489","48.76562"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Dlhé nad Cirochou",NULL,"Slovakia","1","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Dlhé nad Cirochou",NULL,"Slovakia","11","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Dlhé nad Cirochou",NULL,"Slovakia","12","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Dlhé nad Cirochou",NULL,"Slovakia","2","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Dlhé nad Cirochou",NULL,"Slovakia","2","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Dlhé nad Cirochou",NULL,"Slovakia","1","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Dlhé nad Cirochou",NULL,"Slovakia","1","Facebook Graph API","Point","101780533","101780533","locality","Dlhé nad Cirochou","Presov","Slovakia","22.061014","48.960559","1","Dlhé nad Cirochou, Slovakia","88.62","95","22.060982","48.960471"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Dlhé Pole",NULL,"Slovakia","1","Facebook Graph API","Point","101780381","101780381","locality","Dlhé Pole","Zilina","Slovakia","18.628919","49.30121","1","Dlhé Pole, Slovakia","264","203","18.628993","49.301368"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Dlhé Pole",NULL,"Slovakia","4","Facebook Graph API","Point","101780381","101780381","locality","Dlhé Pole","Zilina","Slovakia","18.628919","49.30121","1","Dlhé Pole, Slovakia","264","203","18.628993","49.301368"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Dobfenek",NULL,"Slovakia","1","Facebook Graph API","Point","1309813159","1309813159","locality","Dubno","Banska Bystrica","Slovakia","20.00166","48.19196","1","Dobfenek, Slovakia","161.45","152","20.001678","48.192004"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Dobrá Voda",NULL,"Slovakia","2","Facebook Graph API","Point","1125372733","1125372733","localadmin","Dobra Voda","Trnava","Slovakia","17.53847","48.59724","1","Dobrá Voda, Slovakia","393.37","285","17.538423","48.59723"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Dobroc",NULL,"Slovakia","6","Facebook Graph API","Point","1343472643","1343472643","locality","Dobroc","Banska Bystrica","Slovakia","19.70066","48.73295","1","Dobroc, Slovakia","202.27","150","19.700788","48.73267"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Dobrohost",NULL,"Slovakia","1","Facebook Graph API","Point","1309897447","1309897447","locality","Dobrohost'","Trnava","Slovakia","17.36556","47.98268","1","Dobrohost, Slovakia","447.71","288","17.365578","47.982384"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","1","Dobsina",NULL,"Slovakia","124","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Dobsina",NULL,"Slovakia","340","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Dobsina",NULL,"Slovakia","12","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Dobsina",NULL,"Slovakia","54","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Dobsina",NULL,"Slovakia","89","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Dobsina",NULL,"Slovakia","89","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dobsina",NULL,"Slovakia","3","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Dobsina",NULL,"Slovakia","5","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Dobsina",NULL,"Slovakia","8","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Dobsina",NULL,"Slovakia","32","Facebook Graph API","Point","101843871","101843871","locality","Dobšiná","Kosice","Slovakia","20.370831","48.822756","1","Dobsina, Slovakia","98.33","100","20.369806","48.823031"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Dolná Breznica",NULL,"Slovakia","2","Facebook Graph API","Point","1326936309","1326936309","locality","Dolna Breznica","Trenciansky kraj","Slovakia","18.26083","49.08058","1","Dolná Breznica, Slovakia","310.27","232","18.260833","49.080383"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dolná Krupá",NULL,"Slovakia","2","Facebook Graph API","Point","101782739","101782739","locality","Dolná Krupá","Trnava","Slovakia","17.550289","48.482159","1","Dolná Krupá, Slovakia","416.3","278","17.550615","48.482381"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Dolna Suca",NULL,"Slovakia","1","Facebook Graph API","Point","101781731","101781731","locality","Soblahov","Trenciansky kraj","Slovakia","18.081835","48.864907","1","Dolna Suca, Slovakia","335.77","245","18.081825","48.864725"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Dolna Suca",NULL,"Slovakia","1","Facebook Graph API","Point","101781731","101781731","locality","Soblahov","Trenciansky kraj","Slovakia","18.081835","48.864907","1","Dolna Suca, Slovakia","335.77","245","18.081825","48.864725"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dolné Saliby",NULL,"Slovakia","1","Facebook Graph API","Point","101786415","101786415","locality","Dolné Saliby","Trnava","Slovakia","17.78128","48.106022","1","Dolné Saliby, Slovakia","404.78","272","17.780823","48.10612"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Dolné Saliby",NULL,"Slovakia","2","Facebook Graph API","Point","101786415","101786415","locality","Dolné Saliby","Trnava","Slovakia","17.78128","48.106022","1","Dolné Saliby, Slovakia","404.78","272","17.780823","48.10612"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dolný Chotár",NULL,"Slovakia","1","Facebook Graph API","Point","1226356555","1226356555","locality","Dolny","Banska Bystrica","Slovakia","19.05381","48.80879","1","Dolný Chotár, Slovakia","236.21","167","19.053778","48.80878"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dolny Hricov",NULL,"Slovakia","2","Facebook Graph API","Point","101780383","101780383","locality","Dolný Hričov","Zilina","Slovakia","18.632944","49.231854","1","Dolny Hricov, Slovakia","261.71","198","18.632701","49.231789"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","1","Dolný Kubín",NULL,"Slovakia","1215","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Dolný Kubín",NULL,"Slovakia","5","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","2","Dolný Kubín",NULL,"Slovakia","861","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Dolný Kubín",NULL,"Slovakia","9","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Dolný Kubín",NULL,"Slovakia","2","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Dolný Kubín",NULL,"Slovakia","364","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Dolný Kubín",NULL,"Slovakia","17","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Dolný Kubín",NULL,"Slovakia","1035","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Dolný Kubín",NULL,"Slovakia","444","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Dolný Kubín",NULL,"Slovakia","444","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Dolný Kubín",NULL,"Slovakia","4021","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Dolný Kubín",NULL,"Slovakia","4021","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","7","Dolný Kubín",NULL,"Slovakia","15493","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","7","Dolný Kubín",NULL,"Slovakia","15493","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","8","Dolný Kubín",NULL,"Slovakia","7409","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","8","Dolný Kubín",NULL,"Slovakia","7409","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","9","Dolný Kubín",NULL,"Slovakia","11611","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Dolný Kubín",NULL,"Slovakia","22","Facebook Graph API","Point","101780409","101780409","locality","Dolný Kubín","Zilina","Slovakia","19.29785","49.213616","1","Dolný Kubín, Slovakia","204.64","133","19.297849","49.213623"
