"page_name","page_id","id_var_native","name_var_native","year_native","month_native","origin_city","origin_region","origin_country","val","value_source","ors_type","ors_id","osm_id","osm_layer","city_name_ors","region_name_ors","country_name_ors","lon","lat","geometry_confidence","adr","distance_km","duration_min","from_lon_matrix","from_lat_matrix"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Pavlovce nad Uhom",NULL,"Slovakia","2","Facebook Graph API","Point","1242789257","1242789257","locality","Pavlovce nad Uhom","Kosice","Slovakia","22.06902","48.61092","1","Pavlovce nad Uhom, Slovakia","79.64","82","22.069148","48.610961"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Pavlovce nad Uhom",NULL,"Slovakia","90","Facebook Graph API","Point","1242789257","1242789257","locality","Pavlovce nad Uhom","Kosice","Slovakia","22.06902","48.61092","1","Pavlovce nad Uhom, Slovakia","79.64","82","22.069148","48.610961"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Pavlovce nad Uhom",NULL,"Slovakia","6","Facebook Graph API","Point","1242789257","1242789257","locality","Pavlovce nad Uhom","Kosice","Slovakia","22.06902","48.61092","1","Pavlovce nad Uhom, Slovakia","79.64","82","22.069148","48.610961"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Pavlovce nad Uhom",NULL,"Slovakia","4","Facebook Graph API","Point","1242789257","1242789257","locality","Pavlovce nad Uhom","Kosice","Slovakia","22.06902","48.61092","1","Pavlovce nad Uhom, Slovakia","79.64","82","22.069148","48.610961"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Pavlovce nad Uhom",NULL,"Slovakia","1","Facebook Graph API","Point","1242789257","1242789257","locality","Pavlovce nad Uhom","Kosice","Slovakia","22.06902","48.61092","1","Pavlovce nad Uhom, Slovakia","79.64","82","22.069148","48.610961"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Pecovska Nova Ves",NULL,"Slovakia","1","Facebook Graph API","Point","101780489","101780489","locality","Pečovská Nová Ves","Presov","Slovakia","21.043366","49.124969","1","Pecovska Nova Ves, Slovakia","59.52","55","21.043126","49.124782"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Perín",NULL,"Slovakia","8","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Perín",NULL,"Slovakia","2","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Perín",NULL,"Slovakia","46","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Perín",NULL,"Slovakia","6","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Perín",NULL,"Slovakia","53","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Perín",NULL,"Slovakia","35","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Perín",NULL,"Slovakia","35","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Perín",NULL,"Slovakia","23","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Perín",NULL,"Slovakia","23","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Perín",NULL,"Slovakia","6","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Perín",NULL,"Slovakia","31","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Perín",NULL,"Slovakia","10","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Perín",NULL,"Slovakia","17","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Perín",NULL,"Slovakia","7","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Perín",NULL,"Slovakia","36","Facebook Graph API","Point","101782939","101782939","locality","Perín-Chym","Kosice","Slovakia","21.18774","48.535274","1","Perín, Slovakia","24.67","29","21.187597","48.535276"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Petrova Ves",NULL,"Slovakia","6","Facebook Graph API","Point","101782805","101782805","locality","Petrova Ves","Trnava","Slovakia","17.161343","48.721992","1","Petrova Ves, Slovakia","418.56","322","17.161368","48.72192"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Petrova Ves",NULL,"Slovakia","1","Facebook Graph API","Point","101782805","101782805","locality","Petrova Ves","Trnava","Slovakia","17.161343","48.721992","1","Petrova Ves, Slovakia","418.56","322","17.161368","48.72192"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Petrovany",NULL,"Slovakia","1","Facebook Graph API","Point","101832735","101832735","locality","Petroviany","Presov","Slovakia","21.259436","48.920085","1","Petrovany, Slovakia","27.41","26","21.259429","48.920281"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Petrovce nad Laborcom",NULL,"Slovakia","2","Facebook Graph API","Point","1226349785","1226349785","locality","Petrovce nad Laborcom","Kosice","Slovakia","21.87359","48.79251","1","Petrovce nad Laborcom, Slovakia","64.17","70","21.873267","48.792256"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Petrovce nad Laborcom",NULL,"Slovakia","1","Facebook Graph API","Point","1226349785","1226349785","locality","Petrovce nad Laborcom","Kosice","Slovakia","21.87359","48.79251","1","Petrovce nad Laborcom, Slovakia","64.17","70","21.873267","48.792256"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Petrovice",NULL,"Slovakia","2","Facebook Graph API","Point","101843921","101843921","locality","Petrovice","Zilina","Slovakia","18.528377","49.256152","1","Petrovice, Slovakia","274.72","209","18.528419","49.256281"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","1","Pezinok",NULL,"Slovakia","391","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Pezinok",NULL,"Slovakia","2","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Pezinok",NULL,"Slovakia","6","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","2","Pezinok",NULL,"Slovakia","656","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Pezinok",NULL,"Slovakia","112","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Pezinok",NULL,"Slovakia","9","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Pezinok",NULL,"Slovakia","773","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Pezinok",NULL,"Slovakia","20","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Pezinok",NULL,"Slovakia","381","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Pezinok",NULL,"Slovakia","381","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Pezinok",NULL,"Slovakia","2118","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Pezinok",NULL,"Slovakia","2118","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","7","Pezinok",NULL,"Slovakia","12179","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","7","Pezinok",NULL,"Slovakia","12179","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","8","Pezinok",NULL,"Slovakia","337","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","8","Pezinok",NULL,"Slovakia","337","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","9","Pezinok",NULL,"Slovakia","1336","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Pezinok",NULL,"Slovakia","2","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","10","Pezinok",NULL,"Slovakia","67","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Pezinok",NULL,"Slovakia","10","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Pezinok",NULL,"Slovakia","27","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Pezinok",NULL,"Slovakia","199","Facebook Graph API","Point","101783949","101783949","locality","Pezinok","Bratislava","Slovakia","17.265541","48.289105","1","Pezinok, Slovakia","431.52","285","17.265465","48.289215"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Piestany",NULL,"Slovakia","44","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","1","Piestany",NULL,"Slovakia","955","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Piestany",NULL,"Slovakia","11","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","2","Piestany",NULL,"Slovakia","1849","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Piestany",NULL,"Slovakia","716","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Piestany",NULL,"Slovakia","8","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","4","Piestany",NULL,"Slovakia","2038","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Piestany",NULL,"Slovakia","31","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Piestany",NULL,"Slovakia","927","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Piestany",NULL,"Slovakia","927","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Piestany",NULL,"Slovakia","5213","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Piestany",NULL,"Slovakia","5213","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","7","Piestany",NULL,"Slovakia","18755","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","7","Piestany",NULL,"Slovakia","18755","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","8","Piestany",NULL,"Slovakia","8433","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","8","Piestany",NULL,"Slovakia","8433","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","9","Piestany",NULL,"Slovakia","12573","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Piestany",NULL,"Slovakia","96","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Piestany",NULL,"Slovakia","24","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","10","Piestany",NULL,"Slovakia","4016","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Piestany",NULL,"Slovakia","73","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","11","Piestany",NULL,"Slovakia","555","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Piestany",NULL,"Slovakia","83","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","12","Piestany",NULL,"Slovakia","751","Facebook Graph API","Point","101832691","101832691","locality","Piešťany","Trnava","Slovakia","17.826203","48.592961","1","Piestany, Slovakia","365.33","255","17.826135","48.592685"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Pinkovce",NULL,"Slovakia","1","Facebook Graph API","Point","1310611019","1310611019","locality","Pinkovce","Kosice","Slovakia","22.18504","48.608","1","Pinkovce, Slovakia","88.48","91","22.185163","48.607986"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Plastovce",NULL,"Slovakia","1","Facebook Graph API","Point","101843753","101843753","locality","Plášťovce","Nitriansky kraj","Slovakia","18.977588","48.158979","1","Plastovce, Slovakia","311.64","233","18.977588","48.158981"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Plastovce",NULL,"Slovakia","1","Facebook Graph API","Point","101843753","101843753","locality","Plášťovce","Nitriansky kraj","Slovakia","18.977588","48.158979","1","Plastovce, Slovakia","311.64","233","18.977588","48.158981"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Plavec",NULL,"Slovakia","1","Facebook Graph API","Point","101843979","101843979","locality","Plaveč","Presov","Slovakia","20.838976","49.260646","1","Plavec, Slovakia","85.21","82","20.839021","49.260974"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Plavecké Podhradie",NULL,"Slovakia","1","Facebook Graph API","Point","1126009815","1126009815","locality","Plavecké Podhradie","Bratislava","Slovakia","17.25729","48.48601","1","Plavecké Podhradie, Slovakia","444.3","311","17.257163","48.485952"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Plavnica",NULL,"Slovakia","1","Facebook Graph API","Point","101780585","101780585","locality","Plavnica","Presov","Slovakia","20.787077","49.28031","1","Plavnica, Slovakia","91.41","86","20.786925","49.280296"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Plavnica",NULL,"Slovakia","1","Facebook Graph API","Point","101780585","101780585","locality","Plavnica","Presov","Slovakia","20.787077","49.28031","1","Plavnica, Slovakia","91.41","86","20.786925","49.280296"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Plechotice",NULL,"Slovakia","6","Facebook Graph API","Point","1327041709","1327041709","locality","Plechotice","Kosice","Slovakia","21.64239","48.62634","1","Plechotice, Slovakia","46.16","47","21.642469","48.626044"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","1","Plesivec",NULL,"Slovakia","13","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","2","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","3","Plesivec",NULL,"Slovakia","5","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","3","Plesivec",NULL,"Slovakia","209","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","4","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","5","Plesivec",NULL,"Slovakia","27","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","5","Plesivec",NULL,"Slovakia","27","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","6","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_impressions_by_country_unique","Page impressions by city_unique","2021","6","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","9","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","10","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","11","Plesivec",NULL,"Slovakia","1","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
"Visit Kosice","140831155939489","page_content_activity_by_country_unique","Page content activity by city_unique","2021","12","Plesivec",NULL,"Slovakia","2","Facebook Graph API","Point","101782895","101782895","locality","Plešivec","Kosice","Slovakia","20.403432","48.546896","1","Plesivec, Slovakia","85.72","87","20.404113","48.546646"
